y1=0.000000 y2=0.000000
0.001000,0.000000,0.000070
0.002000,0.000000,0.000140
0.003000,0.000000,0.000209
0.004000,0.000001,0.000278
0.005000,0.000001,0.000348
0.006000,0.000001,0.000417
0.007000,0.000002,0.000486
0.008000,0.000002,0.000555
0.009000,0.000003,0.000623
0.010000,0.000003,0.000692
0.011000,0.000004,0.000760
0.012000,0.000005,0.000829
0.013000,0.000006,0.000897
0.014000,0.000007,0.000965
0.015000,0.000008,0.001033
0.016000,0.000009,0.001101
0.017000,0.000010,0.001168
0.018000,0.000011,0.001236
0.019000,0.000012,0.001303
0.020000,0.000014,0.001370
0.021000,0.000015,0.001437
0.022000,0.000017,0.001504
0.023000,0.000018,0.001571
0.024000,0.000020,0.001637
0.025000,0.000021,0.001704
0.026000,0.000023,0.001770
0.027000,0.000025,0.001836
0.028000,0.000027,0.001902
0.029000,0.000029,0.001968
0.030000,0.000031,0.002034
0.031000,0.000033,0.002100
0.032000,0.000035,0.002165
0.033000,0.000037,0.002231
0.034000,0.000039,0.002296
0.035000,0.000042,0.002361
0.036000,0.000044,0.002426
0.037000,0.000047,0.002491
0.038000,0.000049,0.002555
0.039000,0.000052,0.002620
0.040000,0.000054,0.002684
0.041000,0.000057,0.002749
0.042000,0.000060,0.002813
0.043000,0.000063,0.002877
0.044000,0.000066,0.002940
0.045000,0.000069,0.003004
0.046000,0.000072,0.003068
0.047000,0.000075,0.003131
0.048000,0.000078,0.003194
0.049000,0.000081,0.003257
0.050000,0.000084,0.003320
0.051000,0.000088,0.003383
0.052000,0.000091,0.003446
0.053000,0.000095,0.003508
0.054000,0.000098,0.003571
0.055000,0.000102,0.003633
0.056000,0.000106,0.003695
0.057000,0.000109,0.003757
0.058000,0.000113,0.003819
0.059000,0.000117,0.003881
0.060000,0.000121,0.003943
0.061000,0.000125,0.004004
0.062000,0.000129,0.004065
0.063000,0.000133,0.004126
0.064000,0.000137,0.004187
0.065000,0.000141,0.004248
0.066000,0.000146,0.004309
0.067000,0.000150,0.004370
0.068000,0.000154,0.004430
0.069000,0.000159,0.004490
0.070000,0.000163,0.004551
0.071000,0.000168,0.004611
0.072000,0.000172,0.004671
0.073000,0.000177,0.004730
0.074000,0.000182,0.004790
0.075000,0.000187,0.004850
0.076000,0.000192,0.004909
0.077000,0.000197,0.004968
0.078000,0.000202,0.005027
0.079000,0.000207,0.005086
0.080000,0.000212,0.005145
0.081000,0.000217,0.005204
0.082000,0.000222,0.005262
0.083000,0.000227,0.005320
0.084000,0.000233,0.005379
0.085000,0.000238,0.005437
0.086000,0.000244,0.005495
0.087000,0.000249,0.005552
0.088000,0.000255,0.005610
0.089000,0.000260,0.005668
0.090000,0.000266,0.005725
0.091000,0.000272,0.005782
0.092000,0.000278,0.005839
0.093000,0.000284,0.005896
0.094000,0.000289,0.005953
0.095000,0.000295,0.006010
0.096000,0.000301,0.006066
0.097000,0.000308,0.006123
0.098000,0.000314,0.006179
0.099000,0.000320,0.006235
0.100000,0.000326,0.006291
0.101000,0.000333,0.006347
0.102000,0.000339,0.006403
0.103000,0.000345,0.006458
0.104000,0.000352,0.006514
0.105000,0.000358,0.006569
0.106000,0.000365,0.006624
0.107000,0.000372,0.006679
0.108000,0.000378,0.006734
0.109000,0.000385,0.006789
0.110000,0.000392,0.006843
0.111000,0.000399,0.006898
0.112000,0.000406,0.006952
0.113000,0.000413,0.007006
0.114000,0.000420,0.007060
0.115000,0.000427,0.007114
0.116000,0.000434,0.007168
0.117000,0.000441,0.007222
0.118000,0.000448,0.007275
0.119000,0.000456,0.007329
0.120000,0.000463,0.007382
0.121000,0.000470,0.007435
0.122000,0.000478,0.007488
0.123000,0.000485,0.007540
0.124000,0.000493,0.007593
0.125000,0.000501,0.007646
0.126000,0.000508,0.007698
0.127000,0.000516,0.007750
0.128000,0.000524,0.007802
0.129000,0.000532,0.007854
0.130000,0.000539,0.007906
0.131000,0.000547,0.007958
0.132000,0.000555,0.008009
0.133000,0.000563,0.008061
0.134000,0.000572,0.008112
0.135000,0.000580,0.008163
0.136000,0.000588,0.008214
0.137000,0.000596,0.008265
0.138000,0.000604,0.008315
0.139000,0.000613,0.008366
0.140000,0.000621,0.008416
0.141000,0.000630,0.008467
0.142000,0.000638,0.008517
0.143000,0.000647,0.008567
0.144000,0.000655,0.008617
0.145000,0.000664,0.008666
0.146000,0.000673,0.008716
0.147000,0.000681,0.008765
0.148000,0.000690,0.008814
0.149000,0.000699,0.008864
0.150000,0.000708,0.008913
0.151000,0.000717,0.008961
0.152000,0.000726,0.009010
0.153000,0.000735,0.009059
0.154000,0.000744,0.009107
0.155000,0.000753,0.009156
0.156000,0.000762,0.009204
0.157000,0.000771,0.009252
0.158000,0.000781,0.009300
0.159000,0.000790,0.009347
0.160000,0.000799,0.009395
0.161000,0.000809,0.009442
0.162000,0.000818,0.009490
0.163000,0.000828,0.009537
0.164000,0.000837,0.009584
0.165000,0.000847,0.009631
0.166000,0.000857,0.009678
0.167000,0.000866,0.009724
0.168000,0.000876,0.009771
0.169000,0.000886,0.009817
0.170000,0.000896,0.009863
0.171000,0.000906,0.009909
0.172000,0.000915,0.009955
0.173000,0.000925,0.010001
0.174000,0.000935,0.010047
0.175000,0.000946,0.010092
0.176000,0.000956,0.010138
0.177000,0.000966,0.010183
0.178000,0.000976,0.010228
