x,k=0.01,k=0.1,k=0.15,k=0.3
0,0,0,0,0
0.000500,0.004900,0.004899,0.004898,0.004896
0.001000,0.009800,0.009795,0.009793,0.009785
0.001500,0.014700,0.014689,0.014683,0.014667
0.002000,0.019600,0.019580,0.019571,0.019541
0.002500,0.024500,0.024469,0.024454,0.024408
0.003000,0.029400,0.029356,0.029334,0.029268
0.003500,0.034300,0.034240,0.034210,0.034121
0.004000,0.039200,0.039122,0.039083,0.038966
0.004500,0.044100,0.044001,0.043951,0.043804
0.005000,0.049000,0.048878,0.048817,0.048634
0.005500,0.053900,0.053752,0.053678,0.053458
0.006000,0.058800,0.058624,0.058536,0.058274
0.006500,0.063700,0.063493,0.063390,0.063083
0.007000,0.068600,0.068360,0.068241,0.067885
0.007500,0.073500,0.073225,0.073088,0.072679
0.008000,0.078400,0.078087,0.077931,0.077467
0.008500,0.083300,0.082947,0.082771,0.082247
0.009000,0.088200,0.087804,0.087607,0.087020
0.009500,0.093100,0.092659,0.092440,0.091786
0.010000,0.098000,0.097512,0.097269,0.096545
0.010500,0.102900,0.102362,0.102094,0.101296
0.011000,0.107800,0.107209,0.106916,0.106041
0.011500,0.112700,0.112054,0.111734,0.110778
0.012000,0.117600,0.116897,0.116548,0.115508
0.012500,0.122500,0.121738,0.121359,0.120232
0.013000,0.127400,0.126575,0.126166,0.124948
0.013500,0.132300,0.131411,0.130969,0.129657
0.014000,0.137200,0.136244,0.135769,0.134359
0.014500,0.142100,0.141075,0.140566,0.139054
0.015000,0.147000,0.145903,0.145359,0.143742
0.015500,0.151900,0.150729,0.150148,0.148422
0.016000,0.156800,0.155552,0.154933,0.153096
0.016500,0.161700,0.160373,0.159715,0.157763
0.017000,0.166600,0.165192,0.164494,0.162423
0.017500,0.171500,0.170008,0.169269,0.167076
0.018000,0.176400,0.174822,0.174040,0.171722
0.018500,0.181300,0.179633,0.178808,0.176361
0.019000,0.186200,0.184442,0.183572,0.180993
0.019500,0.191100,0.189249,0.188332,0.185618
0.020000,0.196000,0.194053,0.193089,0.190236
0.020500,0.200900,0.198855,0.197843,0.194847
0.021000,0.205800,0.203654,0.202592,0.199451
0.021500,0.210700,0.208451,0.207339,0.204049
0.022000,0.215600,0.213246,0.212081,0.208639
0.022500,0.220500,0.218038,0.216821,0.213223
0.023000,0.225400,0.222828,0.221556,0.217800
0.023500,0.230300,0.227615,0.226288,0.222369
0.024000,0.235200,0.232400,0.231017,0.226932
0.024500,0.240100,0.237183,0.235742,0.231489
0.025000,0.245000,0.241963,0.240463,0.236038
0.025500,0.249900,0.246741,0.245181,0.240580
0.026000,0.254800,0.251516,0.249895,0.245116
0.026500,0.259700,0.256289,0.254606,0.249645
0.027000,0.264600,0.261060,0.259313,0.254167
0.027500,0.269500,0.265828,0.264017,0.258683
0.028000,0.274400,0.270594,0.268717,0.263191
0.028500,0.279300,0.275358,0.273414,0.267693
0.029000,0.284200,0.280119,0.278107,0.272188
0.029500,0.289100,0.284877,0.282797,0.276677
0.030000,0.294000,0.289634,0.287483,0.281158
0.030500,0.298900,0.294388,0.292166,0.285633
0.031000,0.303800,0.299139,0.296845,0.290101
0.031500,0.308700,0.303889,0.301520,0.294563
0.032000,0.313600,0.308635,0.306193,0.299018
0.032500,0.318500,0.313380,0.310861,0.303466
0.033000,0.323400,0.318122,0.315526,0.307907
0.033500,0.328300,0.322862,0.320188,0.312342
0.034000,0.333200,0.327599,0.324846,0.316770
0.034500,0.338100,0.332334,0.329501,0.321192
0.035000,0.343000,0.337067,0.334152,0.325607
0.035500,0.347900,0.341797,0.338799,0.330015
0.036000,0.352800,0.346525,0.343444,0.334417
0.036500,0.357700,0.351251,0.348084,0.338812
0.037000,0.362600,0.355974,0.352721,0.343200
0.037500,0.367500,0.360695,0.357355,0.347582
0.038000,0.372400,0.365413,0.361985,0.351957
0.038500,0.377300,0.370129,0.366612,0.356326
0.039000,0.382200,0.374843,0.371235,0.360688
0.039500,0.387100,0.379554,0.375855,0.365044
0.040000,0.392000,0.384263,0.380472,0.369393
0.040500,0.396900,0.388970,0.385085,0.373736
0.041000,0.401800,0.393675,0.389694,0.378072
0.041500,0.406700,0.398377,0.394300,0.382402
0.042000,0.411600,0.403076,0.398903,0.386725
0.042500,0.416500,0.407773,0.403502,0.391042
0.043000,0.421400,0.412468,0.408097,0.395352
0.043500,0.426300,0.417161,0.412690,0.399655
0.044000,0.431200,0.421851,0.417278,0.403953
0.044500,0.436100,0.426539,0.421864,0.408244
0.045000,0.441000,0.431225,0.426446,0.412528
0.045500,0.445900,0.435908,0.431024,0.416806
0.046000,0.450800,0.440589,0.435599,0.421078
0.046500,0.455700,0.445267,0.440171,0.425343
0.047000,0.460600,0.449944,0.444739,0.429602
0.047500,0.465500,0.454617,0.449304,0.433854
0.048000,0.470400,0.459289,0.453865,0.438100
0.048500,0.475300,0.463958,0.458423,0.442340
0.049000,0.480200,0.468625,0.462977,0.446573
0.049500,0.485100,0.473289,0.467528,0.450800
0.050000,0.490000,0.477952,0.472076,0.455021
0.050500,0.494900,0.482611,0.476620,0.459235
0.051000,0.499800,0.487269,0.481161,0.463443
0.051500,0.504700,0.491924,0.485698,0.467645
0.052000,0.509600,0.496577,0.490232,0.471840
0.052500,0.514500,0.501228,0.494763,0.476029
0.053000,0.519400,0.505876,0.499290,0.480212
0.053500,0.524300,0.510522,0.503814,0.484388
0.054000,0.529200,0.515165,0.508335,0.488559
0.054500,0.534100,0.519807,0.512852,0.492723
0.055000,0.539000,0.524446,0.517365,0.496881
0.055500,0.543900,0.529082,0.521876,0.501032
0.056000,0.548800,0.533716,0.526382,0.505177
0.056500,0.553700,0.538348,0.530886,0.509317
0.057000,0.558600,0.542978,0.535386,0.513450
0.057500,0.563500,0.547605,0.539883,0.517576
0.058000,0.568400,0.552231,0.544376,0.521697
0.058500,0.573300,0.556853,0.548866,0.525811
0.059000,0.578200,0.561474,0.553353,0.529919
0.059500,0.583100,0.566092,0.557836,0.534021
0.060000,0.588000,0.570708,0.562316,0.538117
0.060500,0.592900,0.575321,0.566793,0.542207
0.061000,0.597800,0.579932,0.571266,0.546291
0.061500,0.602700,0.584541,0.575736,0.550368
0.062000,0.607600,0.589148,0.580202,0.554440
0.062500,0.612500,0.593752,0.584666,0.558505
0.063000,0.617400,0.598354,0.589125,0.562564
0.063500,0.622300,0.602954,0.593582,0.566617
0.064000,0.627200,0.607551,0.598035,0.570664
0.064500,0.632100,0.612146,0.602485,0.574705
0.065000,0.637000,0.616739,0.606931,0.578740
0.065500,0.641900,0.621329,0.611375,0.582769
0.066000,0.646800,0.625918,0.615814,0.586792
0.066500,0.651700,0.630503,0.620251,0.590809
0.067000,0.656600,0.635087,0.624684,0.594819
0.067500,0.661500,0.639668,0.629114,0.598824
0.068000,0.666400,0.644247,0.633540,0.602823
0.068500,0.671300,0.648824,0.637963,0.606816
0.069000,0.676200,0.653399,0.642383,0.610802
0.069500,0.681100,0.657971,0.646800,0.614783
0.070000,0.686000,0.662541,0.651213,0.618758
0.070500,0.690900,0.667108,0.655623,0.622727
0.071000,0.695800,0.671673,0.660030,0.626690
0.071500,0.700700,0.676236,0.664433,0.630647
0.072000,0.705600,0.680797,0.668833,0.634598
0.072500,0.710500,0.685356,0.673230,0.638543
0.073000,0.715400,0.689912,0.677623,0.642482
0.073500,0.720300,0.694466,0.682013,0.646416
0.074000,0.725200,0.699017,0.686400,0.650343
0.074500,0.730100,0.703567,0.690784,0.654265
0.075000,0.735000,0.708114,0.695164,0.658180
0.075500,0.739900,0.712659,0.699541,0.662090
0.076000,0.744800,0.717201,0.703915,0.665994
0.076500,0.749700,0.721741,0.708285,0.669892
0.077000,0.754600,0.726279,0.712652,0.673784
0.077500,0.759500,0.730815,0.717016,0.677671
0.078000,0.764400,0.735349,0.721377,0.681551
0.078500,0.769300,0.739880,0.725734,0.685426
0.079000,0.774200,0.744409,0.730088,0.689295
0.079500,0.779100,0.748935,0.734439,0.693158
0.080000,0.784000,0.753460,0.738786,0.697016
0.080500,0.788900,0.757982,0.743131,0.700867
0.081000,0.793800,0.762502,0.747472,0.704713
0.081500,0.798700,0.767019,0.751810,0.708553
0.082000,0.803600,0.771535,0.756144,0.712387
0.082500,0.808500,0.776048,0.760475,0.716216
0.083000,0.813400,0.780559,0.764803,0.720039
0.083500,0.818300,0.785067,0.769128,0.723856
0.084000,0.823200,0.789574,0.773450,0.727667
0.084500,0.828100,0.794078,0.777768,0.731473
0.085000,0.833000,0.798580,0.782083,0.735273
0.085500,0.837900,0.803079,0.786395,0.739067
0.086000,0.842800,0.807577,0.790703,0.742856
0.086500,0.847700,0.812072,0.795009,0.746638
0.087000,0.852600,0.816564,0.799311,0.750416
0.087500,0.857500,0.821055,0.803610,0.754187
0.088000,0.862400,0.825543,0.807905,0.757953
0.088500,0.867300,0.830030,0.812198,0.761713
0.089000,0.872200,0.834513,0.816487,0.765468
0.089500,0.877100,0.838995,0.820773,0.769217
0.090000,0.882000,0.843474,0.825056,0.772960
0.090500,0.886900,0.847952,0.829336,0.776698
0.091000,0.891800,0.852426,0.833612,0.780430
0.091500,0.896700,0.856899,0.837885,0.784157
0.092000,0.901600,0.861370,0.842155,0.787878
0.092500,0.906500,0.865838,0.846422,0.791593
0.093000,0.911400,0.870304,0.850686,0.795303
0.093500,0.916300,0.874767,0.854946,0.799007
0.094000,0.921200,0.879229,0.859203,0.802706
0.094500,0.926100,0.883688,0.863457,0.806399
0.095000,0.931000,0.888145,0.867708,0.810087
0.095500,0.935900,0.892600,0.871956,0.813769
0.096000,0.940800,0.897053,0.876200,0.817445
0.096500,0.945700,0.901503,0.880441,0.821117
0.097000,0.950600,0.905951,0.884679,0.824782
0.097500,0.955500,0.910397,0.888914,0.828442
0.098000,0.960400,0.914841,0.893146,0.832097
0.098500,0.965300,0.919282,0.897375,0.835746
0.099000,0.970200,0.923721,0.901600,0.839390
0.099500,0.975100,0.928158,0.905822,0.843028
0.100000,0.980000,0.932593,0.910041,0.846660
0.100500,0.984900,0.937026,0.914257,0.850288
0.101000,0.989800,0.941456,0.918470,0.853910
0.101500,0.994700,0.945884,0.922679,0.857526
0.102000,0.999600,0.950310,0.926886,0.861137
0.102500,1.004500,0.954734,0.931089,0.864743
0.103000,1.009400,0.959156,0.935289,0.868343
0.103500,1.014300,0.963575,0.939486,0.871938
0.104000,1.019200,0.967992,0.943680,0.875527
0.104500,1.024100,0.972407,0.947871,0.879111
0.105000,1.029000,0.976820,0.952058,0.882690
0.105500,1.033900,0.981230,0.956243,0.886263
0.106000,1.038800,0.985638,0.960424,0.889831
0.106500,1.043700,0.990045,0.964602,0.893393
0.107000,1.048600,0.994448,0.968777,0.896951
0.107500,1.053500,0.998850,0.972949,0.900503
0.108000,1.058400,1.003250,0.977117,0.904049
0.108500,1.063300,1.007647,0.981283,0.907590
0.109000,1.068200,1.012042,0.985446,0.911126
0.109500,1.073100,1.016435,0.989605,0.914657
0.110000,1.078000,1.020825,0.993761,0.918182
0.110500,1.082900,1.025214,0.997914,0.921703
0.111000,1.087800,1.029600,1.002064,0.925217
0.111500,1.092700,1.033984,1.006211,0.928727
0.112000,1.097600,1.038366,1.010355,0.932231
0.112500,1.102500,1.042746,1.014496,0.935730
0.113000,1.107400,1.047124,1.018633,0.939224
0.113500,1.112300,1.051499,1.022768,0.942713
0.114000,1.117200,1.055872,1.026899,0.946196
0.114500,1.122100,1.060243,1.031027,0.949674
0.115000,1.127000,1.064612,1.035153,0.953147
0.115500,1.131900,1.068978,1.039275,0.956615
0.116000,1.136800,1.073343,1.043394,0.960077
0.116500,1.141700,1.077705,1.047510,0.963534
0.117000,1.146600,1.082065,1.051622,0.966986
0.117500,1.151500,1.086423,1.055732,0.970433
0.118000,1.156400,1.090779,1.059839,0.973875
0.118500,1.161300,1.095132,1.063942,0.977312
0.119000,1.166200,1.099484,1.068043,0.980743
0.119500,1.171100,1.103833,1.072140,0.984169
0.120000,1.176000,1.108180,1.076235,0.987591
0.120500,1.180900,1.112525,1.080326,0.991007
0.121000,1.185800,1.116867,1.084414,0.994418
0.121500,1.190700,1.121208,1.088499,0.997823
0.122000,1.195600,1.125546,1.092581,1.001224
0.122500,1.200500,1.129882,1.096660,1.004620
0.123000,1.205400,1.134216,1.100736,1.008010
0.123500,1.210300,1.138548,1.104809,1.011396
0.124000,1.215200,1.142878,1.108879,1.014776
0.124500,1.220100,1.147205,1.112946,1.018151
0.125000,1.225000,1.151530,1.117010,1.021522
0.125500,1.229900,1.155854,1.121070,1.024887
0.126000,1.234800,1.160175,1.125128,1.028247
0.126500,1.239700,1.164493,1.129183,1.031602
0.127000,1.244600,1.168810,1.133234,1.034952
0.127500,1.249500,1.173125,1.137283,1.038297
0.128000,1.254400,1.177437,1.141328,1.041637
0.128500,1.259300,1.181747,1.145371,1.044972
0.129000,1.264200,1.186055,1.149410,1.048302
0.129500,1.269100,1.190361,1.153447,1.051627
0.130000,1.274000,1.194665,1.157480,1.054948
0.130500,1.278900,1.198966,1.161511,1.058263
0.131000,1.283800,1.203266,1.165538,1.061573
0.131500,1.288700,1.207563,1.169562,1.064878
0.132000,1.293600,1.211858,1.173584,1.068178
0.132500,1.298500,1.216151,1.177602,1.071473
0.133000,1.303400,1.220442,1.181617,1.074764
0.133500,1.308300,1.224731,1.185630,1.078049
0.134000,1.313200,1.229017,1.189639,1.081330
0.134500,1.318100,1.233302,1.193645,1.084605
0.135000,1.323000,1.237584,1.197648,1.087876
0.135500,1.327900,1.241864,1.201649,1.091141
0.136000,1.332800,1.246142,1.205646,1.094402
0.136500,1.337700,1.250418,1.209640,1.097658
0.137000,1.342600,1.254692,1.213631,1.100909
0.137500,1.347500,1.258963,1.217620,1.104156
0.138000,1.352400,1.263233,1.221605,1.107397
0.138500,1.357300,1.267500,1.225587,1.110633
0.139000,1.362200,1.271765,1.229567,1.113865
0.139500,1.367100,1.276028,1.233543,1.117092
0.140000,1.372000,1.280289,1.237516,1.120314
0.140500,1.376900,1.284548,1.241487,1.123531
0.141000,1.381800,1.288805,1.245454,1.126743
0.141500,1.386700,1.293059,1.249418,1.129951
0.142000,1.391600,1.297312,1.253380,1.133153
0.142500,1.396500,1.301562,1.257338,1.136351
0.143000,1.401400,1.305810,1.261294,1.139544
0.143500,1.406300,1.310056,1.265246,1.142733
0.144000,1.411200,1.314300,1.269196,1.145916
0.144500,1.416100,1.318542,1.273143,1.149095
0.145000,1.421000,1.322782,1.277086,1.152269
0.145500,1.425900,1.327019,1.281027,1.155438
0.146000,1.430800,1.331255,1.284965,1.158602
0.146500,1.435700,1.335488,1.288900,1.161762
0.147000,1.440600,1.339719,1.292831,1.164917
0.147500,1.445500,1.343948,1.296760,1.168067
0.148000,1.450400,1.348175,1.300686,1.171213
0.148500,1.455300,1.352400,1.304609,1.174354
0.149000,1.460200,1.356623,1.308529,1.177490
0.149500,1.465100,1.360843,1.312447,1.180621
0.150000,1.470000,1.365062,1.316361,1.183748
0.150500,1.474900,1.369278,1.320272,1.186870
0.151000,1.479800,1.373493,1.324180,1.189987
0.151500,1.484700,1.377705,1.328086,1.193100
0.152000,1.489600,1.381915,1.331988,1.196208
0.152500,1.494500,1.386123,1.335888,1.199311
0.153000,1.499400,1.390329,1.339784,1.202410
0.153500,1.504300,1.394533,1.343678,1.205504
0.154000,1.509200,1.398734,1.347569,1.208594
0.154500,1.514100,1.402934,1.351457,1.211678
0.155000,1.519000,1.407131,1.355342,1.214759
0.155500,1.523900,1.411327,1.359224,1.217834
0.156000,1.528800,1.415520,1.363103,1.220905
0.156500,1.533700,1.419711,1.366979,1.223971
0.157000,1.538600,1.423900,1.370852,1.227033
0.157500,1.543500,1.428087,1.374723,1.230090
0.158000,1.548400,1.432272,1.378590,1.233143
0.158500,1.553300,1.436455,1.382455,1.236191
0.159000,1.558200,1.440636,1.386317,1.239234
0.159500,1.563100,1.444814,1.390175,1.242273
0.160000,1.568000,1.448991,1.394031,1.245308
0.160500,1.572900,1.453165,1.397884,1.248337
0.161000,1.577800,1.457338,1.401734,1.251363
0.161500,1.582700,1.461508,1.405582,1.254383
0.162000,1.587600,1.465676,1.409426,1.257399
0.162500,1.592500,1.469842,1.413268,1.260411
0.163000,1.597400,1.474006,1.417106,1.263418
0.163500,1.602300,1.478168,1.420942,1.266421
0.164000,1.607200,1.482328,1.424775,1.269419
0.164500,1.612100,1.486486,1.428605,1.272413
0.165000,1.617000,1.490642,1.432432,1.275402
0.165500,1.621900,1.494795,1.436256,1.278386
0.166000,1.626800,1.498947,1.440078,1.281367
0.166500,1.631700,1.503096,1.443896,1.284342
0.167000,1.636600,1.507244,1.447712,1.287314
0.167500,1.641500,1.511389,1.451524,1.290280
0.168000,1.646400,1.515532,1.455334,1.293243
0.168500,1.651300,1.519674,1.459141,1.296201
0.169000,1.656200,1.523813,1.462946,1.299154
0.169500,1.661100,1.527950,1.466747,1.302103
0.170000,1.666000,1.532085,1.470546,1.305048
0.170500,1.670900,1.536218,1.474341,1.307988
0.171000,1.675800,1.540349,1.478134,1.310924
0.171500,1.680700,1.544477,1.481924,1.313855
0.172000,1.685600,1.548604,1.485711,1.316782
0.172500,1.690500,1.552729,1.489495,1.319705
0.173000,1.695400,1.556851,1.493277,1.322623
0.173500,1.700300,1.560972,1.497056,1.325537
0.174000,1.705200,1.565090,1.500831,1.328447
0.174500,1.710100,1.569207,1.504604,1.331352
0.175000,1.715000,1.573321,1.508374,1.334252
0.175500,1.719900,1.577434,1.512142,1.337149
0.176000,1.724800,1.581544,1.515906,1.340041
0.176500,1.729700,1.585652,1.519668,1.342929
0.177000,1.734600,1.589758,1.523427,1.345812
0.177500,1.739500,1.593862,1.527183,1.348691
0.178000,1.744400,1.597964,1.530936,1.351566
0.178500,1.749300,1.602064,1.534686,1.354437
0.179000,1.754200,1.606162,1.538434,1.357303
0.179500,1.759100,1.610258,1.542179,1.360165
0.180000,1.764000,1.614352,1.545921,1.363022
0.180500,1.768900,1.618444,1.549660,1.365876
0.181000,1.773800,1.622533,1.553396,1.368725
0.181500,1.778700,1.626621,1.557130,1.371570
0.182000,1.783600,1.630707,1.560860,1.374410
0.182500,1.788500,1.634790,1.564588,1.377246
0.183000,1.793400,1.638872,1.568314,1.380078
0.183500,1.798300,1.642952,1.572036,1.382906
0.184000,1.803200,1.647029,1.575756,1.385730
0.184500,1.808100,1.651105,1.579472,1.388549
0.185000,1.813000,1.655178,1.583186,1.391364
0.185500,1.817900,1.659249,1.586898,1.394175
0.186000,1.822800,1.663319,1.590606,1.396981
0.186500,1.827700,1.667386,1.594312,1.399784
0.187000,1.832600,1.671451,1.598014,1.402582
0.187500,1.837500,1.675515,1.601715,1.405376
0.188000,1.842400,1.679576,1.605412,1.408166
0.188500,1.847300,1.683635,1.609106,1.410952
0.189000,1.852200,1.687692,1.612798,1.413733
0.189500,1.857100,1.691747,1.616487,1.416510
0.190000,1.862000,1.695800,1.620174,1.419284
0.190500,1.866900,1.699852,1.623857,1.422053
0.191000,1.871800,1.703901,1.627538,1.424817
0.191500,1.876700,1.707948,1.631216,1.427578
0.192000,1.881600,1.711993,1.634891,1.430335
0.192500,1.886500,1.716036,1.638563,1.433087
0.193000,1.891400,1.720077,1.642233,1.435835
0.193500,1.896300,1.724116,1.645900,1.438580
0.194000,1.901200,1.728153,1.649564,1.441320
0.194500,1.906100,1.732187,1.653226,1.444056
0.195000,1.911000,1.736220,1.656884,1.446788
0.195500,1.915900,1.740251,1.660540,1.449515
0.196000,1.920800,1.744280,1.664194,1.452239
0.196500,1.925700,1.748307,1.667844,1.454959
0.197000,1.930600,1.752332,1.671492,1.457674
0.197500,1.935500,1.756355,1.675137,1.460386
0.198000,1.940400,1.760375,1.678779,1.463093
0.198500,1.945300,1.764394,1.682419,1.465796
0.199000,1.950200,1.768411,1.686055,1.468496
0.199500,1.955100,1.772426,1.689690,1.471191
0.200000,1.960000,1.776439,1.693321,1.473882
0.200500,1.964900,1.780449,1.696950,1.476569
0.201000,1.969800,1.784458,1.700576,1.479252
0.201500,1.974700,1.788465,1.704199,1.481931
0.202000,1.979600,1.792470,1.707819,1.484606
0.202500,1.984500,1.796472,1.711437,1.487278
0.203000,1.989400,1.800473,1.715052,1.489945
0.203500,1.994300,1.804472,1.718664,1.492608
0.204000,1.999200,1.808469,1.722274,1.495267
0.204500,2.004100,1.812464,1.725881,1.497922
0.205000,2.009000,1.816456,1.729485,1.500573
0.205500,2.013900,1.820447,1.733087,1.503220
0.206000,2.018800,1.824436,1.736686,1.505863
0.206500,2.023700,1.828423,1.740282,1.508503
0.207000,2.028600,1.832407,1.743875,1.511138
0.207500,2.033500,1.836390,1.747466,1.513769
0.208000,2.038400,1.840371,1.751054,1.516397
0.208500,2.043300,1.844350,1.754639,1.519020
0.209000,2.048200,1.848327,1.758222,1.521640
0.209500,2.053100,1.852302,1.761802,1.524255
0.210000,2.058000,1.856274,1.765379,1.526867
0.210500,2.062900,1.860245,1.768954,1.529475
0.211000,2.067800,1.864214,1.772526,1.532078
0.211500,2.072700,1.868181,1.776095,1.534678
0.212000,2.077600,1.872146,1.779662,1.537274
0.212500,2.082500,1.876109,1.783226,1.539866
0.213000,2.087400,1.880070,1.786787,1.542455
0.213500,2.092300,1.884029,1.790346,1.545039
0.214000,2.097200,1.887986,1.793901,1.547620
0.214500,2.102100,1.891941,1.797455,1.550196
0.215000,2.107000,1.895894,1.801005,1.552769
0.215500,2.111900,1.899845,1.804553,1.555338
0.216000,2.116800,1.903794,1.808098,1.557903
0.216500,2.121700,1.907741,1.811641,1.560464
0.217000,2.126600,1.911686,1.815181,1.563022
0.217500,2.131500,1.915629,1.818718,1.565575
0.218000,2.136400,1.919571,1.822253,1.568125
0.218500,2.141300,1.923510,1.825785,1.570671
0.219000,2.146200,1.927447,1.829314,1.573213
0.219500,2.151100,1.931382,1.832841,1.575751
0.220000,2.156000,1.935316,1.836365,1.578286
0.220500,2.160900,1.939247,1.839886,1.580816
0.221000,2.165800,1.943177,1.843405,1.583343
0.221500,2.170700,1.947104,1.846921,1.585866
0.222000,2.175600,1.951029,1.850435,1.588386
0.222500,2.180500,1.954953,1.853946,1.590901
0.223000,2.185400,1.958874,1.857454,1.593413
0.223500,2.190300,1.962794,1.860959,1.595921
0.224000,2.195200,1.966712,1.864462,1.598425
0.224500,2.200100,1.970627,1.867963,1.600926
0.225000,2.205000,1.974541,1.871460,1.603422
0.225500,2.209900,1.978453,1.874956,1.605915
0.226000,2.214800,1.982363,1.878448,1.608405
0.226500,2.219700,1.986270,1.881938,1.610890
0.227000,2.224600,1.990176,1.885425,1.613372
0.227500,2.229500,1.994080,1.888910,1.615850
0.228000,2.234400,1.997982,1.892392,1.618324
0.228500,2.239300,2.001882,1.895871,1.620795
0.229000,2.244200,2.005780,1.899348,1.623262
0.229500,2.249100,2.009677,1.902822,1.625725
0.230000,2.254000,2.013571,1.906294,1.628185
0.230500,2.258900,2.017463,1.909763,1.630641
0.231000,2.263800,2.021353,1.913229,1.633093
0.231500,2.268700,2.025242,1.916693,1.635541
0.232000,2.273600,2.029128,1.920154,1.637986
0.232500,2.278500,2.033012,1.923613,1.640427
0.233000,2.283400,2.036895,1.927069,1.642865
0.233500,2.288300,2.040776,1.930522,1.645299
0.234000,2.293200,2.044654,1.933973,1.647729
0.234500,2.298100,2.048531,1.937421,1.650156
0.235000,2.303000,2.052406,1.940867,1.652579
0.235500,2.307900,2.056279,1.944310,1.654998
0.236000,2.312800,2.060149,1.947750,1.657414
0.236500,2.317700,2.064018,1.951188,1.659826
0.237000,2.322600,2.067885,1.954623,1.662234
0.237500,2.327500,2.071750,1.958056,1.664639
0.238000,2.332400,2.075614,1.961486,1.667040
0.238500,2.337300,2.079475,1.964914,1.669438
0.239000,2.342200,2.083334,1.968339,1.671832
0.239500,2.347100,2.087192,1.971761,1.674222
0.240000,2.352000,2.091047,1.975181,1.676609
0.240500,2.356900,2.094900,1.978599,1.678993
0.241000,2.361800,2.098752,1.982013,1.681372
0.241500,2.366700,2.102602,1.985426,1.683748
0.242000,2.371600,2.106449,1.988835,1.686121
0.242500,2.376500,2.110295,1.992242,1.688490
0.243000,2.381400,2.114139,1.995647,1.690856
0.243500,2.386300,2.117981,1.999049,1.693218
0.244000,2.391200,2.121821,2.002448,1.695576
0.244500,2.396100,2.125659,2.005845,1.697931
0.245000,2.401000,2.129496,2.009240,1.700282
0.245500,2.405900,2.133330,2.012631,1.702630
0.246000,2.410800,2.137162,2.016021,1.704974
0.246500,2.415700,2.140993,2.019407,1.707315
0.247000,2.420600,2.144821,2.022792,1.709652
0.247500,2.425500,2.148648,2.026173,1.711986
0.248000,2.430400,2.152473,2.029552,1.714316
0.248500,2.435300,2.156295,2.032929,1.716643
0.249000,2.440200,2.160116,2.036303,1.718966
0.249500,2.445100,2.163935,2.039674,1.721286
0.250000,2.450000,2.167752,2.043043,1.723603
0.250500,2.454900,2.171567,2.046410,1.725915
0.251000,2.459800,2.175381,2.049774,1.728225
0.251500,2.464700,2.179192,2.053135,1.730531
0.252000,2.469600,2.183002,2.056494,1.732833
0.252500,2.474500,2.186809,2.059850,1.735132
0.253000,2.479400,2.190615,2.063204,1.737428
0.253500,2.484300,2.194418,2.066556,1.739720
0.254000,2.489200,2.198220,2.069904,1.742009
0.254500,2.494100,2.202020,2.073251,1.744294
0.255000,2.499000,2.205818,2.076595,1.746576
0.255500,2.503900,2.209614,2.079936,1.748854
0.256000,2.508800,2.213409,2.083275,1.751129
0.256500,2.513700,2.217201,2.086611,1.753401
0.257000,2.518600,2.220992,2.089945,1.755669
0.257500,2.523500,2.224780,2.093276,1.757934
0.258000,2.528400,2.228567,2.096605,1.760195
0.258500,2.533300,2.232351,2.099931,1.762453
0.259000,2.538200,2.236134,2.103255,1.764708
0.259500,2.543100,2.239915,2.106576,1.766959
0.260000,2.548000,2.243694,2.109895,1.769207
0.260500,2.552900,2.247472,2.113211,1.771452
0.261000,2.557800,2.251247,2.116525,1.773693
0.261500,2.562700,2.255020,2.119837,1.775930
0.262000,2.567600,2.258792,2.123146,1.778165
0.262500,2.572500,2.262562,2.126452,1.780396
0.263000,2.577400,2.266329,2.129756,1.782624
0.263500,2.582300,2.270095,2.133057,1.784848
0.264000,2.587200,2.273859,2.136356,1.787069
0.264500,2.592100,2.277621,2.139653,1.789287
0.265000,2.597000,2.281382,2.142947,1.791501
0.265500,2.601900,2.285140,2.146238,1.793712
0.266000,2.606800,2.288897,2.149527,1.795920
0.266500,2.611700,2.292651,2.152814,1.798125
0.267000,2.616600,2.296404,2.156098,1.800326
0.267500,2.621500,2.300155,2.159380,1.802524
0.268000,2.626400,2.303904,2.162659,1.804718
0.268500,2.631300,2.307651,2.165936,1.806910
0.269000,2.636200,2.311396,2.169210,1.809097
0.269500,2.641100,2.315139,2.172482,1.811282
0.270000,2.646000,2.318881,2.175752,1.813464
0.270500,2.650900,2.322621,2.179018,1.815642
0.271000,2.655800,2.326358,2.182283,1.817817
0.271500,2.660700,2.330094,2.185545,1.819988
0.272000,2.665600,2.333828,2.188805,1.822157
0.272500,2.670500,2.337560,2.192062,1.824322
0.273000,2.675400,2.341291,2.195317,1.826484
0.273500,2.680300,2.345019,2.198569,1.828642
0.274000,2.685200,2.348746,2.201819,1.830798
0.274500,2.690100,2.352470,2.205066,1.832950
0.275000,2.695000,2.356193,2.208311,1.835099
0.275500,2.699900,2.359914,2.211554,1.837245
0.276000,2.704800,2.363633,2.214794,1.839387
0.276500,2.709700,2.367351,2.218031,1.841527
0.277000,2.714600,2.371066,2.221267,1.843663
0.277500,2.719500,2.374779,2.224500,1.845796
0.278000,2.724400,2.378491,2.227730,1.847925
0.278500,2.729300,2.382201,2.230958,1.850052
0.279000,2.734200,2.385909,2.234184,1.852175
